ï»¿업체명,주소,전화번호,업종,지역,홈페이지,이메일,플레이스URL,톡톡활성
채움 필라테스요가,대전광역시 동구 가오동 649 한미프라자 10층,,요가,대전,https://blog.naver.com/wdk0208,,https://m.place.naver.com/place/34761790,Y
"나누다, 요가 울산남구점",울산광역시 남구 옥동 584-2 1층,,요가,울산,https://www.instagram.com/nanudayoga_official,,https://m.place.naver.com/place/1784430328,Y
"요가, 하루",울산광역시 남구 무거동 129-2 2층,,요가,울산,https://blog.naver.com/yogaharu_ulsan,,https://m.place.naver.com/place/1795269729,Y
리즈요가&필라테스,울산광역시 남구 삼산동 1543-24 3층,,요가,울산,https://www.instagram.com/lisyoga_pilates,,https://m.place.naver.com/place/1520981057,Y
정정희메디요가&필라테스 울산점,울산광역시 남구 옥동 248-7 2층 정정희 메디요가&필라테스,,요가,울산,https://blog.naver.com/yoga_wallterapy,,https://m.place.naver.com/place/37230372,Y
아그니요가 울산송정,울산광역시 북구 송정동 1230-3 505호,,요가,울산,https://blog.naver.com/agniyoga_ulsan,,https://m.place.naver.com/place/2092059633,Y
요가해보리 광교점,경기도 수원시 영통구 이의동 1204-8 301-1호 요가해보리,,요가,수원,https://blog.naver.com/yogahaebori,,https://m.place.naver.com/place/1157865560,Y
오엠요가 플라잉&필라테스 천천점,경기도 수원시 장안구 천천동 527-4 광장프라자 3층,,요가,수원,https://www.instagram.com/omyoga1/,,https://m.place.naver.com/place/38337258,Y
요가투더피플,경기도 수원시 영통구 신동 918-4 1층 요가투더피플,,요가,수원,https://blog.naver.com/yogatothepeople,,https://m.place.naver.com/place/1028403961,Y
수리야요가,경기도 수원시 팔달구 인계동 1046-17 5층,031-226-9330,요가,수원,https://www.instagram.com/suryayoga_studio,,https://m.place.naver.com/place/13483109,Y
수원요가&필라테스 힐피요,경기도 수원시 팔달구 매산로1가 57-69 4층,,요가,수원,https://www.instagram.com/healpiyo_suwon,,https://m.place.naver.com/place/1956867828,Y
에잇핏요가 서현점,경기도 성남시 분당구 서현동 248-5 코코프라자 4층,,요가,성남,https://www.instagram.com/8fit_yoga/,,https://m.place.naver.com/place/36379088,Y
아리아요가 야탑역점,경기도 성남시 분당구 야탑동 358-3 411호,,요가,성남,https://talk.naver.com/profile/w4gqpl,,https://m.place.naver.com/place/1977576956,Y
아리아요가 단대오거리점,경기도 성남시 중원구 중앙동 208 범원빌딩 9층,,요가,성남,https://blog.naver.com/aria-dd,,https://m.place.naver.com/place/1167152865,Y
아리아요가 모란역점,경기도 성남시 중원구 성남동 4170 한일타워 4층 아리아요가모란역점,,요가,성남,https://pf.kakao.com/_vrBxaxj,,https://m.place.naver.com/place/1167152865,Y
젠요가 뉴분당센터,경기도 성남시 분당구 정자동 159-1 백궁프라자1 4층,,요가,성남,https://pf.kakao.com/_xbWxmxkj/chat,,https://m.place.naver.com/place/31004250,Y
가바요가,경기도 고양시 일산동구 식사동 1545 4층,,요가,고양,https://www.instagram.com/gabayoga_kr,,https://m.place.naver.com/place/1552425499,Y
즈나냐요가원,경기도 고양시 일산동구 백석동 1308 남정씨티프라자 302-1,,요가,고양,https://blog.naver.com/znanayoga,,https://m.place.naver.com/place/1755740243,Y
바루나요가 일산본점,경기도 고양시 일산동구 중산동 1692 현해프라자 4층,,요가,고양,http://pf.kakao.com/_vWrvxl/chat,,https://m.place.naver.com/place/38510142,Y
아무브요가,경기도 고양시 일산서구 주엽동 18-2 서현프라자 3층,,요가,고양,https://blog.naver.com/ourmovement1456,,https://m.place.naver.com/place/1007061938,Y
이화마인드바디연구소,경기도 고양시 일산서구 대화동 2115 1504동 101호,,요가,고양,https://ewhadooy.com/,,https://m.place.naver.com/place/1259317780,Y
H요가 수지점,경기도 용인시 수지구 풍덕천동 1080-9,,요가,용인,http://pf.kakao.com/_xfxixcYxj,,https://m.place.naver.com/place/12813078,Y
요가해보리 성복점,경기도 용인시 수지구 성복동 139 1층 128~129호,,요가,용인,https://blog.naver.com/yogahaebori,,https://m.place.naver.com/place/1201581419,Y
H요가 기흥점,경기도 용인시 기흥구 구갈동 352-2 5층,,요가,용인,https://pf.kakao.com/_UVxiPxl,,https://m.place.naver.com/place/31329657,Y
요가산책,경기도 용인시 처인구 양지읍 남곡리 152-12 2층,,요가,용인,https://link.inpock.co.kr/yoga,,https://m.place.naver.com/place/1710684731,Y
카미요가 필라테스,경기도 용인시 수지구 상현동 1131 광교스타지빌딩 7층,,요가,용인,https://blog.naver.com/kamykay,,https://m.place.naver.com/place/30938734,Y
요가윤슬&필라테스,충청북도 청주시 청원구 오창읍 각리 640-4 5층 501호,,요가,청주,https://www.instagram.com/yoga_yoonseul,,https://m.place.naver.com/place/2028604938,Y
제나요가 오창,충청북도 청주시 청원구 오창읍 주성리 602,,요가,청주,https://blog.naver.com/jenayoga,,https://m.place.naver.com/place/1947442556,Y
산남국민체육센터,충청북도 청주시 서원구 분평동 1465 산남국민체육센터,043-820-7240,요가,청주,https://www.cjuc.or.kr/reserve/,,https://m.place.naver.com/place/1449129416,Y
새솔요가원,"충청북도 청주시 흥덕구 오송읍 봉산리 1001 스타플릭스 2차 8층 801, 802호 새솔요가",,요가,청주,https://www.instagram.com/saesolyoga/profilecard/?igsh=MWhxM3BqN3owODVyag==,,https://m.place.naver.com/place/1177767937,Y
미요가,충청북도 청주시 청원구 오창읍 양청리 819-1 엔젤알파8층 미요가,031-574-3553,요가,청주,https://blog.naver.com/me_yoga,,https://m.place.naver.com/place/38342021,Y
안타라반다요가스튜디오,전북특별자치도 전주시 덕진구 만성동 1261-1 303호 비전타워2,,요가,전주,https://blog.naver.com/hmh3532,,https://m.place.naver.com/place/2065382126,Y
옥탑요가 전주,전북특별자치도 전주시 덕진구 우아동3가 747-67 3층 옥탑요가,,요가,전주,https://blog.naver.com/yoga_oktop,,https://m.place.naver.com/place/1825746386,Y
루나최 월요가 & 필라테스,전북특별자치도 전주시 완산구 서신동 803-5 2층,,요가,전주,http://pf.kakao.com/_IxlMJs,,https://m.place.naver.com/place/37115719,?
멜로우요가앤필라테스,전북특별자치도 전주시 덕진구 중동 778-2 3층 303호,,요가,전주,https://blog.naver.com/mellowyogapila,,https://m.place.naver.com/place/1123442978,Y
하리움요가,전북특별자치도 전주시 완산구 삼천동1가 660-2 2층,,요가,전주,https://blog.naver.com/jaeyk73,,https://m.place.naver.com/place/2008193621,Y
지금요가,"충청남도 천안시 서북구 두정동 935 3층,301호",041-522-2070,요가,천안,https://blog.naver.com/jigeumyoga,,https://m.place.naver.com/place/1865941912,Y
요가오브 천안불당점,충청남도 천안시 서북구 불당동 1535 3층 303호,,요가,천안,https://link.inpock.co.kr/yoga__aube,,https://m.place.naver.com/place/2064137070,Y
마루요가,충청남도 천안시 서북구 성정동 1437 601호,,요가,천안,https://blog.naver.com/maruyoga_a,,https://m.place.naver.com/place/2044340553,Y
더 하루 요가&필라테스,충청남도 천안시 서북구 두정동 722 3층(1층 무이정),,요가,천안,https://www.instagram.com/thehayo4852/,,https://m.place.naver.com/place/1789963575,Y
쁘램요가 쌍용점,충청남도 천안시 서북구 쌍용동 1539 2층 쁘램요가,,요가,천안,https://blog.naver.com/skde9881,,https://m.place.naver.com/place/1641925563,Y
요가데이즈,"경기도 안산시 상록구 사동 1639-24 9층 910호, 911호",,요가,안산,https://blog.naver.com/yogadaze,,https://m.place.naver.com/place/1673227673,Y
킴스요가&필라테스 중앙점,경기도 안산시 단원구 고잔동 534-2 지스타프라자 601~604,,요가,안산,https://www.instagram.com/kims_yoga_official,,https://m.place.naver.com/place/1036639239,Y
푸루샤요가 안산중앙점,경기도 안산시 단원구 고잔동 741-3 2층,,요가,안산,https://pf.kakao.com/_Luxlexj,,https://m.place.naver.com/place/1961676322,Y
킴스요가선부점,경기도 안산시 단원구 선부동 1076-7 203호 킴스요가선부점,,요가,안산,https://www.instagram.com/kimsyoga_seonbu_,,https://m.place.naver.com/place/13420691,Y
미엘요가 필라테스 안산본오점,경기도 안산시 상록구 본오동 810-2 4층,,요가,안산,https://blog.naver.com/mielyoga-,,https://m.place.naver.com/place/1731233338,Y
제주요가 느림원,제주특별자치도 제주시 노형동 922-6 해모루,064-713-0177,요가,제주,http://pf.kakao.com/_gAxhMxj,,https://m.place.naver.com/place/36771178,Y
요가 베르데 원데이클래스,제주특별자치도 제주시 구좌읍 송당리 537,,요가,제주,https://yogaverde.co.kr/,,https://m.place.naver.com/place/1496655593,Y
쁘램요가 제주점,제주특별자치도 제주시 연동 1372-3 3층,,요가,제주,https://www.instagram.com/prem_jeju,,https://m.place.naver.com/place/1688450505,Y
애월7일,제주특별자치도 제주시 애월읍 납읍리 1602-1 1층,,요가,제주,https://www.instagram.com/aewol_7th_yoga,,https://m.place.naver.com/place/1916460235,Y
에가톳웰니스센터,"제주특별자치도 서귀포시 안덕면 상창리 141 가동 2층, 에가톳웰니스센터",,요가,제주,https://www.instagram.com/egattoc_wellness/,,https://m.place.naver.com/place/2032237503,Y
바운드짐 낙성대역점,서울특별시 관악구 봉천동 1661-4 지하1층 제비101호,,필라테스,서울,https://link.inpock.co.kr/boundgym,,https://m.place.naver.com/place/1451067586,Y
FITNESS101 명동점,서울특별시 중구 저동1가 114 대신파이낸스센터 지하2층,,필라테스,서울,https://fitness101-vrtour.netlify.app/,,https://m.place.naver.com/place/1025105266,Y
프리미엄 요가 필라테스 온도 여의도 2호점,"서울특별시 영등포구 여의도동 43-3 5층 501, 509호",,필라테스,서울,https://pf.kakao.com/_xhxeVkn/chat,,https://m.place.naver.com/place/1055229825,Y
필라테스치유 신림점,서울특별시 관악구 신림동 1422-38 4층,,필라테스,서울,https://blog.naver.com/pilates_cheeryou,,https://m.place.naver.com/place/1941046944,Y
케미필라테스,서울특별시 강서구 등촌동 664-1 경왕빌딩 7층 케미필라테스,,필라테스,서울,https://blog.naver.com/chemi0401,,https://m.place.naver.com/place/1739223131,Y
대기구필라테스청담 명지점,부산광역시 강서구 명지동 3597-4 대산골든스퀘어 6층,,필라테스,부산,https://blog.naver.com/cheongdam_myongji,,https://m.place.naver.com/place/1586956467,Y
메디클리닉,부산광역시 연제구 연산동 1242-2 11층,,필라테스,부산,https://메디클리닉.com,,https://m.place.naver.com/place/1349763059,Y
브릿지필라테스 서면점,부산광역시 부산진구 전포동 312-31 201호,,필라테스,부산,https://blog.naver.com/bridgepila1,,https://m.place.naver.com/place/1080078527,Y
리드헬스&PT&기구필라테스 연산점24시,부산광역시 연제구 연산동 603-7 한창타워 3층 내 리드헬스(301호~303호),,필라테스,부산,https://www.instagram.com/lead_health.pt.pilates/,,https://m.place.naver.com/place/1311686124,Y
하노버 메디칼 운동센터 & 재활PT,대구광역시 중구 삼덕동2가 14 3층,,필라테스,대구,https://hanover.co.kr,,https://m.place.naver.com/place/1113071233,Y
짐 엘리트&스파 진천점,대구광역시 달서구 진천동 508 대성스카이렉스 2층,,필라테스,대구,https://blog.naver.com/ejrtks16/224172936183,,https://m.place.naver.com/place/1498248838,Y
이지원필라테스 송도점,인천광역시 연수구 송도동 21-38 더마란츠타워 601호,,필라테스,인천,http://www.jwpilates.com/,,https://m.place.naver.com/place/1122845979,Y
나음필라테스 재활운동센터,인천광역시 연수구 송도동 3-1 3층 319호,032-833-0747,필라테스,인천,https://www.instagram.com/naeum_pilates,,https://m.place.naver.com/place/1152309381,Y
에스피지오필라테스 송도본원,인천광역시 연수구 송도동 8-3 6층 602호 에스피지오필라테스 송도본원,,필라테스,인천,http://s-physio.com,,https://m.place.naver.com/place/1568741378,Y
모던필라테스 송도점,인천광역시 연수구 송도동 21-32 에스원타워 3층 305호,,필라테스,인천,https://blog.naver.com/mpisongdo,,https://m.place.naver.com/place/1666277948,Y
그레이짐 헬스PT 그레이기구필라테스 부평점,인천광역시 부평구 부평동 150-24 3층 그레이짐 그레이기구필라테스,,필라테스,인천,https://blog.naver.com/yeomgray,,https://m.place.naver.com/place/1635360624,Y
다나체형교정&필라테스 광주본점,"광주광역시 북구 양산동 906 202호, 303호 다나체형교정&필라테스 광주본점",,필라테스,광주,https://www.kpipa.net/,,https://m.place.naver.com/place/1258027020,Y
WE휘트니스 헬스 PT 필라테스 상무점,광주광역시 서구 마륵동 162-7,,필라테스,광주,https://www.instagram.com/_wefit_sangmu/,,https://m.place.naver.com/place/36670044,Y
릴스필라테스 봉선점,광주광역시 남구 봉선동 475-4 2층,,필라테스,광주,https://www.leelspilates.com/,,https://m.place.naver.com/place/1760758608,Y
릴스필라테스 수완점,광주광역시 광산구 수완동 1414 7층,,필라테스,광주,http://www.leelspilates.com/,,https://m.place.naver.com/place/1179421301,Y
WE휘트니스 첨단점 헬스 PT 필라테스,광주광역시 광산구 쌍암동 694-35 6층 602~608호,,필라테스,광주,https://www.instagram.com/wefit_cheomdan,,https://m.place.naver.com/place/1094731490,Y
바레스바레 앤 리필라테스,대전광역시 서구 둔산동 1076 502호,,필라테스,대전,https://www.instagram.com/dj_barres_leepilates,,https://m.place.naver.com/place/2005667544,Y
헬스보이짐&필라테스 관저점,대전광역시 서구 관저동 1106 2층 헬스보이짐 & 필라걸,,필라테스,대전,https://talk.naver.com/ct/w4zxkz?frm=mblog#nafullscreen,,https://m.place.naver.com/place/1333673637,Y
필라테스인바디앤요가,대전광역시 서구 둔산동 1501 6F,,필라테스,대전,https://blog.naver.com/pilatesinbody_ds,,https://m.place.naver.com/place/1745487323,Y
피움필라테스 울산 중구점,"울산광역시 중구 반구동 22-4 2층, 3층",,필라테스,울산,https://talk.naver.com/profile/c/pioompilates,,https://m.place.naver.com/place/1626796734,Y
블랑필라테스,울산광역시 남구 달동 885-10 2층,,필라테스,울산,https://smartstore.naver.com/blancpilates,,https://m.place.naver.com/place/1351287037,Y
뉴핏휘트니스 뉴코아아울렛 울산점,울산광역시 남구 달동 1360-3 뉴코아아울렛 12층,,필라테스,울산,https://blog.naver.com/newfit_5,,https://m.place.naver.com/place/1197677944,Y
마인드휘트니스 PT&필라테스 옥동점,"울산광역시 남구 옥동 157-8 3층, 4층",,필라테스,울산,https://blog.naver.com/mindfitness19,,https://m.place.naver.com/place/1002806615,Y
필라테스이음 울산,울산광역시 남구 달동 1381-17 3층,,필라테스,울산,https://blog.naver.com/pilateseeum,,https://m.place.naver.com/place/1028643437,Y
달라짐 PT 헬스 수원인계본점,경기도 수원시 팔달구 인계동 1038-18,,필라테스,수원,https://www.instagram.com/dalragym,,https://m.place.naver.com/place/1281940932,Y
헬스보이짐 PT&필라걸 망포점,경기도 수원시 영통구 망포동 372 1층,,필라테스,수원,https://blog.naver.com/healthboy_mangpo/223906015838,,https://m.place.naver.com/place/1098086539,Y
