업체명,업종,주소,전화번호,톡톡URL,톡톡ID,플레이스URL
티스테이션 오목천점,타이어,경기도 수원시 권선구 오목천동 670-5,,http://talk.naver.com/w1tbs08?frm=mnmb&frm=nmb_detail#nafullscreen,w1tbs08,https://m.place.naver.com/place/1264146054
티스테이션 올마이티 광교신도시점,타이어,경기도 수원시 영통구 원천동 609-1 티스테이션 올마이티 광교신도시점,031-5178-9046,http://talk.naver.com/w4q2ah?frm=mnmb&frm=nmb_detail#nafullscreen,w4q2ah,https://m.place.naver.com/place/36952406
24게스트하우스 경희대점,게스트하우스,서울특별시 동대문구 휘경동 183-154 1층,,http://talk.naver.com/wca5tn?frm=mnmb&frm=nmb_detail#nafullscreen,wca5tn,https://m.place.naver.com/place/1153590016
신월큐비학원,수학학원,대구광역시 달서구 대천동 511-3 . 3층 306호,,http://talk.naver.com/w5wc3q?frm=mnmb&frm=nmb_detail#nafullscreen,w5wc3q,https://m.place.naver.com/place/1273312153
로앤산부인과의원 안산,산부인과,경기도 안산시 단원구 고잔동 539-20 봉산빌딩,,http://talk.naver.com/w4i1wz?frm=mnmb&frm=nmb_detail#nafullscreen,w4i1wz,https://m.place.naver.com/place/37941424
석천스포츠,수영장,경기도 의정부시 의정부동 526 석천스포츠,,http://talk.naver.com/wfxqy6i?frm=mnmb&frm=nmb_detail#nafullscreen,wfxqy6i,https://m.place.naver.com/place/13421109
건대기억치과의원,치과,서울특별시 광진구 화양동 48-14 4층 건대기억치과의원,024637575 / 024637575 / 024637575,http://talk.naver.com/w5vfp6?frm=mnmb&frm=nmb_detail#nafullscreen,w5vfp6,https://m.place.naver.com/place/1870754799
연세원드림치과의원,치과,서울특별시 광진구 구의동 218-11 5층,024532879 / 02-453-2892,http://talk.naver.com/wezpax3?frm=mnmb&frm=nmb_detail#nafullscreen,wezpax3,https://m.place.naver.com/place/1281672014
에스리더치과병원,치과,서울특별시 광진구 화양동 6-1 동서빌딩 3-4층,,http://talk.naver.com/w4tn0z?frm=mnmb&frm=nmb_detail#nafullscreen,w4tn0z,https://m.place.naver.com/place/11658640
광주연습실제이엔터,부동산,광주광역시 동구 남동 166-2 지하1층,,http://talk.naver.com/wech7h8?frm=mnmb&frm=nmb_detail#nafullscreen,wech7h8,https://m.place.naver.com/place/1546634823
티에라요가 Tierra Yoga,요가,서울특별시 종로구 관철동 155 4층 401호,,http://talk.naver.com/w5vmpj?frm=mnmb&frm=nmb_detail#nafullscreen,w5vmpj,https://m.place.naver.com/place/1858769442
라비돌 호텔 앤 리조트  트레이드마크 컬렉션 바이 윈덤,리조트,경기도 화성시 효행구 정남면 보통리 141-39,031.352.7150 / 031.352.4618,http://talk.naver.com/wcvj4qu?frm=pnmb&frm=nmb_detail#nafullscreen,wcvj4qu,https://m.place.naver.com/place/11615408
서울대입구자유한의원,한의원,서울특별시 관악구 봉천동 858-1 2층,,http://talk.naver.com/w48boq?frm=mnmb&frm=nmb_detail#nafullscreen,w48boq,https://m.place.naver.com/place/1157293744
신림자유한의원,한의원,서울특별시 관악구 신림동 1432-70 2층,,http://talk.naver.com/w4e1ek?frm=mnmb&frm=nmb_detail#nafullscreen,w4e1ek,https://m.place.naver.com/place/1608630037
핏한의원,한의원,서울특별시 관악구 봉천동 1601-1 4층,,http://talk.naver.com/wkwyd9o?frm=mnmb&frm=nmb_detail#nafullscreen,wkwyd9o,https://m.place.naver.com/place/1481322501
로이즈 펫시터,펫호텔,제주특별자치도 제주시 애월읍 하가리 1407-3 1동 2층,,http://talk.naver.com/w4d0g7?frm=mnmb&frm=nmb_detail#nafullscreen,w4d0g7,https://m.place.naver.com/place/1717355757
에스안과의원,안과,경기도 안산시 단원구 고잔동 533-3 401호,0314819393,http://talk.naver.com/w5ur0m?frm=mnmb&frm=nmb_detail#nafullscreen,w5ur0m,https://m.place.naver.com/place/11633870
스노우의원 시흥배곧점,피부과,경기도 시흥시 배곧동 194-2 센터프라자2 2층,0314999966 / 0314999966 / 0239387083,http://talk.naver.com/wmxj5dv?frm=mnmb&frm=nmb_detail#nafullscreen,wmxj5dv,https://m.place.naver.com/place/1359963307
서울뷰의원 시흥배곧,피부과,경기도 시흥시 배곧동 200-1 3층 301  302호 서울뷰의원,031-8042-2121,http://talk.naver.com/wgq563s?frm=mnmb&frm=nmb_detail#nafullscreen,wgq563s,https://m.place.naver.com/place/1110918751
에디트의원,피부과,대구광역시 수성구 범어동 189-6 7층,,http://talk.naver.com/wm53cm6?frm=mnmb&frm=nmb_detail#nafullscreen,wm53cm6,https://m.place.naver.com/place/1661282822
F45 서면,크로스핏,부산광역시 부산진구 부전동 537-9 더샵센트럴스타 상가동 지하 2층,050714700057,http://talk.naver.com/w5zwcs?frm=mnmb&frm=nmb_detail#nafullscreen,w5zwcs,https://m.place.naver.com/place/1636672798
사무실청소,사무실청소,경기도 화성시 동탄구 영천동 853-3,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1311605179
사무실청소,사무실청소,경기도 화성시 동탄구 반송동 91-2,01056095365 / 01039165365,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1311605179
사무실청소,사무실청소,경기도 화성시 동탄구 산척동 791,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1311605179
용산역세권재개발공인중개사사무소,아파트분양,서울특별시 용산구 청파동1가 135 1층,,http://talk.naver.com/wcfncvh?frm=mnmb&frm=nmb_detail#nafullscreen,wcfncvh,https://m.place.naver.com/place/1855424557
연세리더스정형외과의원,정형외과,인천광역시 부평구 부평동 529-82 301호  401호,,http://talk.naver.com/w2r1bhq?frm=mnmb&frm=nmb_detail#nafullscreen,w2r1bhq,https://m.place.naver.com/place/2081942945
서울바른마디365의원 부평,정형외과,인천광역시 부평구 부평동 549-36 201호  202호,,http://talk.naver.com/w8sa24r?frm=mnmb&frm=nmb_detail#nafullscreen,w8sa24r,https://m.place.naver.com/place/2084988813
웨딩도취,웨딩플래너,서울특별시 동작구 상도동 288-12 104호,,http://talk.naver.com/wcanrm?frm=mnmb&frm=nmb_detail#nafullscreen,wcanrm,https://m.place.naver.com/place/34329497
다니엘뉴에듀학원,보습학원,서울특별시 종로구 혜화동 15-50 2층,,http://talk.naver.com/w5tv6r?frm=mnmb&frm=nmb_detail#nafullscreen,w5tv6r,https://m.place.naver.com/place/1247822937
입주청소 이사청소 청소업체 마리클린,이사청소,인천광역시 부평구 부평동 756-145 B동 22층 2206 에이20호,,http://talk.naver.com/wo4tski?frm=mnmb&frm=nmb_detail#nafullscreen,wo4tski,https://m.place.naver.com/place/1772985790
박준뷰티랩 분당정자역점,미용실,경기도 성남시 분당구 정자동 15-7 2층 201호,,http://talk.naver.com/wcee26?frm=mnmb&frm=nmb_detail#nafullscreen,wcee26,https://m.place.naver.com/place/1045730051
24향기익스프레스 동탄점,이삿짐센터,경기도 화성시 동탄구 반송동 91-2 401-아8호,,http://talk.naver.com/w4e057?frm=mnmb&frm=nmb_detail#nafullscreen,w4e057,https://m.place.naver.com/place/1473804085
안산중고차매매단지동우모터스,중고차,경기도 안산시 상록구 본오동 873-1,,http://talk.naver.com/wwzu25z?frm=mnmb&frm=nmb_detail#nafullscreen,wwzu25z,https://m.place.naver.com/place/1296337937
아산아이톡안과의원,안과,서울특별시 광진구 자양동 870 NC이스트폴 지하1층,02.455.0506,http://talk.naver.com/wu0qla3?frm=mnmb&frm=nmb_detail#nafullscreen,wu0qla3,https://m.place.naver.com/place/2040601262
서울바른안과의원,안과,서울특별시 광진구 능동 276-2 다이소건물 5층,,http://talk.naver.com/w4fvyp?frm=mnmb&frm=nmb_detail#nafullscreen,w4fvyp,https://m.place.naver.com/place/1141756220
부산에어컨청소,청소업체,부산광역시 부산진구 부전동 426-7 B1층 101호,,http://talk.naver.com/w4g7dd?frm=mnmb&frm=nmb_detail#nafullscreen,w4g7dd,https://m.place.naver.com/place/1184847972
코어수학전문학원,수학학원,경상남도 창원시 성산구 상남동 94-1 401호  405일부호,,http://talk.naver.com/w43xxj?frm=mnmb&frm=nmb_detail#nafullscreen,w43xxj,https://m.place.naver.com/place/1626310282
온어스특허법률사무소,특허사무소,서울특별시 도봉구 창동 1-8 3층 306호(창동  창동 아우르네),,http://talk.naver.com/w41icf?frm=mnmb&frm=nmb_detail#nafullscreen,w41icf,https://m.place.naver.com/place/1880055856
아트핑고미술학원 서대문센터,미술학원,서울특별시 서대문구 홍제동 474 지1층 34호  35호,,http://talk.naver.com/w3pt6wc?frm=mnmb&frm=nmb_detail#nafullscreen,w3pt6wc,https://m.place.naver.com/place/1563921602
리얼웨딩,웨딩플래너,전북특별자치도 전주시 완산구 효자동3가 1698-9 2층,0632367576,http://talk.naver.com/w4hggg?frm=mnmb&frm=nmb_detail#nafullscreen,w4hggg,https://m.place.naver.com/place/1706240434
제이웨딩,웨딩플래너,전북특별자치도 전주시 완산구 효자동3가 1531-2 M스퀘어 5층 510호,,http://talk.naver.com/w4w5o9?frm=mnmb&frm=nmb_detail#nafullscreen,w4w5o9,https://m.place.naver.com/place/1119780650
토즈스터디카페 화성남양센터,스터디카페,경기도 화성시 만세구 남양읍 남양리 2294-8,,http://talk.naver.com/w77ei66?frm=mnmb&frm=nmb_detail#nafullscreen,w77ei66,https://m.place.naver.com/place/1987895740
크로스핏 킹곰,크로스핏,충청남도 천안시 동남구 신방동 1233 1층,,http://talk.naver.com/w4e6kk?frm=mnmb&frm=nmb_detail#nafullscreen,w4e6kk,https://m.place.naver.com/place/1681401015
옥란재,게스트하우스,경기도 화성시 서신면 용두리 95-1,05147147147,http://talk.naver.com/w482dm?frm=mnmb&frm=nmb_detail#nafullscreen,w482dm,https://m.place.naver.com/place/19856908
송백부동산중개법인,부동산,대구광역시 수성구 중동 187-9 3층,053-766-0246 / 053-766-0247,http://talk.naver.com/w432r2?frm=pnmb&frm=nmb_detail#nafullscreen,w432r2,https://m.place.naver.com/place/1491644780
대구경매 옆커폰부동산에듀,부동산,대구광역시 수성구 두산동 207-5 제이2078타워 2층 204호 옆커폰부동산에듀 학원,,http://talk.naver.com/w5ug37?frm=mnmb&frm=nmb_detail#nafullscreen,w5ug37,https://m.place.naver.com/place/1202150256
법무법인 YK 강남 주사무소 형사의료상속이혼전문변호사,법률사무소,서울특별시 강남구 역삼동 822 법무법인 YK 강남 주사무소 형사이혼상속전문변호사,07071064030 / 07071064030 / 025258120 / 070-7106-4031 / 070-7106-4032 / 070-7106-4033 / 070-7106-4034,http://talk.naver.com/wc1vr5?frm=mnmb&frm=nmb_detail#nafullscreen,wc1vr5,https://m.place.naver.com/place/1394686123
법무법인대륜 서울대치분사무소 형사성범죄이혼전문강남변호사,법률사무소,서울특별시 강남구 대치동 1004 동일타워 12층,,http://talk.naver.com/wyqng8r?frm=mnmb&frm=nmb_detail#nafullscreen,wyqng8r,https://m.place.naver.com/place/1008062091
법무법인JR 서울주사무소 형사이혼전문,법률사무소,서울특별시 강남구 대치동 945-1 5층,025543004 / 025543004 / 02-3480-3573,http://talk.naver.com/wvwjkov?frm=mnmb&frm=nmb_detail#nafullscreen,wvwjkov,https://m.place.naver.com/place/2035059522
아쿠아플럭스,수영장,서울특별시 관악구 신림동 1524-3 1층 지하1층,,http://talk.naver.com/w4xa60w?frm=mnmb&frm=nmb_detail#nafullscreen,w4xa60w,https://m.place.naver.com/place/2099000320
URBAN HOTEL GOLF 신림직영점,수영장,서울특별시 관악구 신림동 1569-5 URBAN HOTEL GOLF,,http://talk.naver.com/w5y5gi?frm=mnmb&frm=nmb_detail#nafullscreen,w5y5gi,https://m.place.naver.com/place/1814159946
포인트 플라워,꽃집,울산광역시 남구 달동 869-2,,http://talk.naver.com/wc9e05?frm=mnmb&frm=nmb_detail#nafullscreen,wc9e05,https://m.place.naver.com/place/13358568
포토플라워,꽃집,울산광역시 남구 달동 860-7 1층,,http://talk.naver.com/wcrvlmx?frm=mnmb&frm=nmb_detail#nafullscreen,wcrvlmx,https://m.place.naver.com/place/2052267480
24아프리카동물메디컬센터,동물병원,대전광역시 서구 탄방동 605,0424867581 / 05255255255,http://talk.naver.com/wscj09k?frm=mnmb&frm=nmb_detail#nafullscreen,wscj09k,https://m.place.naver.com/place/1482732299
에듀플렉스 보라매점,입시학원,서울특별시 영등포구 신길동 4491 살레시오회 상가 2층,028485537 / 0226755537 / 028485537 / 0226755537 / 028485537 / 0226755537 / 028485537 / 0226755537 / <ahref="tel:028485537">028485537</a> / 028485537 / <ahref="tel:0226755537">0226755537</a> / 0226755537,http://talk.naver.com/wcey0a?frm=mnmb&frm=nmb_detail#nafullscreen,wcey0a,https://m.place.naver.com/place/290558734
에듀플렉스 문래점,입시학원,서울특별시 영등포구 문래동3가 77-13 대소빌딩 7층 701호,028485537 / 0226755537 / 028485537 / 0226755537 / 028485537 / 0226755537 / 028485537 / 0226755537 / <ahref="tel:028485537">028485537</a> / 028485537 / <ahref="tel:0226755537">0226755537</a> / 0226755537,http://talk.naver.com/w5zv0d?frm=mnmb&frm=nmb_detail#nafullscreen,w5zv0d,https://m.place.naver.com/place/1701892394
크로스비즈 공유오피스,부동산,부산광역시 부산진구 부전동 112-3 9층,0518180211 / 0518180211 / 0518180211,http://talk.naver.com/w74mola?frm=mnmb&frm=nmb_detail#nafullscreen,w74mola,https://m.place.naver.com/place/1739027720
베이비파스텔 분당점,사진관,경기도 성남시 분당구 율동 275,031-889-9609,http://talk.naver.com/w48612?frm=mnmb&frm=nmb_detail#nafullscreen,w48612,https://m.place.naver.com/place/37797187
울산웨딩박람회,웨딩플래너,울산광역시 남구 삼산동 1496-19 1층,,http://talk.naver.com/w5xfkr?frm=mnmb&frm=nmb_detail#nafullscreen,w5xfkr,https://m.place.naver.com/place/1403761607
울산웨딩갤러리,웨딩플래너,울산광역시 남구 삼산동 1500-1,,http://talk.naver.com/w42of4?frm=mnmb&frm=nmb_detail#nafullscreen,w42of4,https://m.place.naver.com/place/1811927081
울산 KTOP웨딩,웨딩플래너,울산광역시 남구 달동 1334-2,052-267-7929,http://talk.naver.com/w427dm?frm=mnmb&frm=nmb_detail#nafullscreen,w427dm,https://m.place.naver.com/place/11867175
다이렉트웨딩박람회,웨딩플래너,울산광역시 남구 삼산동 1624-1 625호,,http://talk.naver.com/w5xfjs?frm=mnmb&frm=nmb_detail#nafullscreen,w5xfjs,https://m.place.naver.com/place/1151351564
울산 프라이빗웨딩박람회,웨딩플래너,울산광역시 남구 삼산동 1500-1 2층 프라이빗 웨딩박람회,,http://talk.naver.com/w4z88y?frm=mnmb&frm=nmb_detail#nafullscreen,w4z88y,https://m.place.naver.com/place/12973890
드림온부동산중개,공인중개사,대구광역시 수성구 두산동 100 1002호  1003호,02-580-0533 / 02-3480-3600 / 02-392-0330,http://talk.naver.com/wkqwkuj?frm=mnmb&frm=nmb_detail#nafullscreen,wkqwkuj,https://m.place.naver.com/place/2065831471
달리자병원,정형외과,경기도 파주시 와동동 1423-2 월드타워 10차 6층~8층,,http://talk.naver.com/w4dive?frm=mnmb&frm=nmb_detail#nafullscreen,w4dive,https://m.place.naver.com/place/1036771093
유린하우스,펜션,서울특별시 용산구 동자동 9-21 2층 201호,,http://talk.naver.com/wk2wiiy?frm=mnmb&frm=nmb_detail#nafullscreen,wk2wiiy,https://m.place.naver.com/place/1851555519
서울바른재활의학과의원 안양인덕원본점,재활의학과,경기도 안양시 동안구 관양동 1502-6 아이퍼스트타워 4층,0313460203 / 0313460203 / 0313460203 / 0313460203,http://talk.naver.com/w4tgob?frm=mnmb&frm=nmb_detail#nafullscreen,w4tgob,https://m.place.naver.com/place/1706891864
하늘빛재활의학병원,재활의학과,경기도 안양시 동안구 비산동 466-5,,http://talk.naver.com/w4kfui?frm=mnmb&frm=nmb_detail#nafullscreen,w4kfui,https://m.place.naver.com/place/21615304
JK위드미의원,성형외과,인천광역시 연수구 송도동 6-10 포스코타워송도 6층 jk위드미의원,0327157991,http://talk.naver.com/w5yjn6?frm=mnmb&frm=nmb_detail#nafullscreen,w5yjn6,https://m.place.naver.com/place/37485848
안녕성형외과의원,성형외과,인천광역시 연수구 송도동 21-32 송도에스원타워 3층,,http://talk.naver.com/w48chy?frm=mnmb&frm=nmb_detail#nafullscreen,w48chy,https://m.place.naver.com/place/1059884727
송도비앤미의원,성형외과,인천광역시 연수구 송도동 23-5 송도 푸르지오 주상복합 C동 상가 2층,0328345011 / 0328345011,http://talk.naver.com/w4jqmq?frm=mnmb&frm=nmb_detail#nafullscreen,w4jqmq,https://m.place.naver.com/place/1114619038
월디잉글리쉬센터,토익학원,경기도 파주시 와동동 1423-2 월드타워 10차 11층 1108호,,http://talk.naver.com/wmho5z4?frm=mnmb&frm=nmb_detail#nafullscreen,wmho5z4,https://m.place.naver.com/place/2061785284
YBM리딩클럽 고양관산1센터,토익학원,경기도 고양시 덕양구 관산동 113-2 아트빌 2층 202호,,http://talk.naver.com/w5i7o8?frm=mnmb&frm=nmb_detail#nafullscreen,w5i7o8,https://m.place.naver.com/place/1462144284
기파랑문해원 송파헬리오시티원,보습학원,서울특별시 송파구 석촌동 273-13 2층,02-423-3004,http://talk.naver.com/w2hspdd?frm=mnmb&frm=nmb_detail#nafullscreen,w2hspdd,https://m.place.naver.com/place/1089033995
빌드업피트니스 PT&amp;골프 서대문역점,헬스장,서울특별시 중구 순화동 215 지하층 101호  102호  103호,,http://talk.naver.com/wqg14si?frm=mnmb&frm=nmb_detail#nafullscreen,wqg14si,https://m.place.naver.com/place/1502740692
짐구공 헬스 PT 골프 광화문점,헬스장,서울특별시 중구 무교동 19 9층  10층,,http://talk.naver.com/wsqdeu8?frm=mnmb&frm=nmb_detail#nafullscreen,wsqdeu8,https://m.place.naver.com/place/1816876645
