업체명,업종,주소,이메일,톡톡,홈페이지
부산 북항 마리나 다이빙풀&amp;수영장,수영장,부산광역시 중구 중앙동4가 121 부산 북항 마리나,aqua@busan-marina.co.kr,미확인,https://marina.busanpa.com/index.marina
MBC아카데미 컴퓨터교육센터 부산캠퍼스,코딩학원,부산광역시 부산진구 부전동 194-1 5층,ik405060@naver.com,미확인,https://bs.mbccomputer.co.kr/
MBC아카데미 컴퓨터교육센터 부산캠퍼스,코딩학원,부산광역시 부산진구 부전동 194-1 5층,help@mbccomputer.co.kr,미확인,https://bs.mbccomputer.co.kr/
해피애견타운 강아지고양이 서울 충무로점,상가분양,서울특별시 중구 묵정동 32-5 스위트엠오피스텔 1층 B107호,pyk0101@naver.com,미확인,http://www.happytown.kr/shop/shopbrand.html?xcode=036&type=X
세미앙,웨딩촬영,서울특별시 강남구 논현동 125-9 2  7층,dals_studio@naver.com,미확인,https://www.dalsstudio.com/
라리아호텔 수원역점,모텔,경기도 수원시 팔달구 매산로1가 43-8,yoonht9193@naver.com,미확인,https://booking.naver.com/booking/3/bizes/485000
호텔순수,모텔,경기도 수원시 팔달구 매산로2가 7-1 호텔순수,yoonhyo423@naver.com,미확인,https://booking.naver.com/booking/3/bizes/1575444
썸호텔,모텔,경기도 수원시 팔달구 매산로2가 2-2 썸호텔,ssumhotel0217@naver.com,미확인,https://booking.naver.com/booking/3/bizes/519140
밸런스수영장,수영장,경기도 안양시 만안구 안양동 900-10 601호  701호,wonhabi@naver.com,미확인,https://www.balanceswim.co.kr/
스윔21 관양점,수영장,경기도 안양시 동안구 관양동 1402 지하1층,swim2122@naver.com,미확인,http://swim21.co.kr/3rd/
새라본 신촌이대본점,에스테틱,서울특별시 서대문구 대현동 90-11 3층,serabornbeauty@gmail.com,미확인,http://seraborn.com/
송도센트럴파크호텔,호텔,인천광역시 연수구 송도동 38,rsvn@cphotel.co.kr,미확인,http://www.centralparkhotel.co.kr/
광명JS부티크호텔,호텔,경기도 광명시 철산동 423,gmhotel@gmhotel.co.kr,미확인,http://www.gmhotel.co.kr/
메종 키티버니포니 합정,인테리어,서울특별시 마포구 합정동 389-29,info@kittybunnypony.com,미확인,http://www.kittybunnypony.com/
굿모닝제너럴스토어,인테리어,서울특별시 성북구 성북동 97-31 창원빌딩 3층 301호,info@shop-gmgs.com,미확인,https://www.shop-gmgs.com/
페팸 우리동네 펫시터,펫호텔,서울특별시 송파구 문정동 643-1 엠스테이트 B동 915호,james@moriahtown.com,미확인,http://www.pefam.co.kr
홍쌤어학원 둔산점,영어학원,대전광역시 서구 둔산동 1453 대덕프라자 3층,cem1118@hanmail.net,미확인,http://www.hongssem.com/
사진관 소회모먼트 용산점,사진관,서울특별시 용산구 한강로3가 40-605 B1호,sohoe_official@naver.com,미확인,https://booking.naver.com/booking/13/bizes/843142
STAY509,모텔,서울특별시 송파구 방이동 50-9 stay509,stay509one@gmail.com,미확인,http://www.stay509.com/
STAY509,모텔,서울특별시 송파구 방이동 50-9 stay509,admin@sanhahotel.net,미확인,http://www.stay509.com/
서울미라클피부과의원,피부과,경기도 하남시 망월동 1131 4층,skinart1004@naver.com,미확인,http://www.smiracleskin.com
에이치짐 회기점,헬스장,서울특별시 동대문구 회기동 77-40 B1층  2층  3층,h-gym33@naver.com,미확인,https://booking.naver.com/booking/6/bizes/966037/items/5266101
에이치짐 용두동점,헬스장,서울특별시 동대문구 용두동 119-1 지하1층,h-gym11@naver.com,미확인,https://booking.naver.com/booking/6/bizes/1304959/
트리니티병원,재활의학과,서울특별시 강남구 삼성동 77-23 트리니티병원빌딩,trinityhosp@naver.com,미확인,https://trinityhospital.kr
한맘플러스재활의학과의원,재활의학과,서울특별시 강남구 대치동 953-17,kospia@hanmail.net,미확인,http://www.1mam.net/
법무사 신현태 사무소,법무사,서울특별시 마포구 공덕동 256-13 제일빌딩 607호,7178971@naver.com,미확인,http://www.nanumbupmu.com
웨스턴 동물의료센터,동물병원,서울특별시 마포구 노고산동 40-56 웨스턴5빌딩,vethong0@naver.com,미확인,http://westernamc.com/
국빈장례문화원,장례식장,광주광역시 서구 매월동 601-8,admin@wcms.dothome.co.kr,미확인,http://www.국빈장례문화원.com/
온새미디자인스튜디오,사무실인테리어,광주광역시 서구 덕흥동 953-6 B동 1층,khb@osm.by-works.com,미확인,http://on-saemi.co.kr/
반얀트리 클럽 앤 스파 서울 오아시스 아이스링크,수영장,서울특별시 중구 장충동2가 201,Recreation-Seoul@banyantree.com,미확인,https://www.banyantreeclub.com/web/kr/facilities/view.asp?idx=1
서울늘봄메디칼내과의원,내과,서울특별시 구로구 구로동 612-7 3층,snubom2024@naver.com,미확인,http://www.snuneulbom.com
법무법인테오 광명사무소,법률사무소,경기도 광명시 철산동 249 9층,theogd@lawfirmtheo.com,미확인,https://lawtheo.com/
법률사무소 지율 S&amp;C,법률사무소,경기도 광명시 하안동 34-11 삼호빌딩 7층,jylawoffice@naver.com,미확인,http://www.jysnc.co.kr/
법률사무소 지율 S&amp;C,법률사무소,경기도 광명시 하안동 34-11 삼호빌딩 7층,winilly@daum.net,미확인,http://www.jysnc.co.kr/
법률사무소 지율 S&amp;C,법률사무소,경기도 광명시 하안동 34-11 삼호빌딩 7층,jiyulsnc@naver.com,미확인,http://www.jysnc.co.kr/
법무법인 재이,변호사사무소,경기도 하남시 망월동 1117 미사강변노블레스 6층,jckim@kimnjk.com,미확인,http://www.kimnjk.com
세븐브릭스호텔,모텔,광주광역시 서구 치평동 1231-6,yso7839@naver.com,미확인,https://bit.ly/세븐브릭스예약
호텔23도시,모텔,광주광역시 광산구 쌍암동 672-3 호텔23도시,lovekillgun@naver.com,미확인,https://booking.naver.com/booking/3/bizes/1556946
호텔 써밋,모텔,광주광역시 광산구 우산동 1609-12 호텔 써밋,hotel_summit@naver.com,미확인,https://booking.naver.com/booking/3/bizes/728854
어나더포스 공유오피스 소호사무실,부동산,서울특별시 중랑구 묵동 239-77 3층  4층  7층  8층,ceo@blueforce.co.kr,미확인,http://anotherforce.co.kr
소리풍경,게스트하우스,전북특별자치도 전주시 완산구 풍남동3가 58-1 소리풍경,okms2002@hanmail.net,미확인,http://www.soripg.com
법률사무소 해방,변호사사무소,서울특별시 구로구 구로동 1125-9 2 3층,dij1206@haebanglaw.com,미확인,https://haebanglaw.com
캐치카페 안암,스터디카페,서울특별시 성북구 안암동5가 104-30 6층 캐치카페 안암,catchcafe@jinhak.com,미확인,http://www.catch.co.kr/CatchCafe/
스파크플러스 강남4호점,부동산,서울특별시 서초구 서초동 1307-21 Block77빌딩 11-14층,pr@sparkplus.co,미확인,https://www.sparkplus.co/
알파카부동산중개법인,공인중개사,서울특별시 강남구 신사동 602 5  6  7층,alpaca624@daum.net,미확인,http://alpaca.realestate
알파카부동산중개법인,공인중개사,서울특별시 강남구 신사동 602 5  6  7층,alpacarealestate@naver.com,미확인,http://alpaca.realestate
파주메이트호텔,호텔,경기도 파주시 탄현면 금승리 11-6 파주 메이트호텔,paju-mate@naver.com,미확인,https://booking.naver.com/booking/3/bizes/597948
하이핏 필라테스&amp;엘라스코,필라테스,경기도 의정부시 의정부동 564-9 7층,fitgirlwg@naver.com,미확인,https://booking.naver.com/booking/10/bizes/528793
코트야드 메리어트 서울 보타닉파크 호텔,호텔,서울특별시 강서구 마곡동 766-1,CySeoulBotanicParkFoodandBeverage@marriott.com,미확인,https://www.gardenkitchen.courtyardseoulbotanicpark.com/
더퍼스트스테이 호텔,호텔,서울특별시 강서구 마곡동 797-12,rsvn@thefirststayhotel.com,미확인,https://www.thefirststayhotel.com
하나하우징,분양대행,경기도 고양시 일산동구 백석동 1309 3층,hanahousingg@naver.com,미확인,https://hanahousing.kr/
독학재수학원 이투스247학원 수원영통,입시학원,경기도 수원시 영통구 영통동 959-1 모던타운 7층,sy.leee@hanmail.net,미확인,http://suwon247.etoos.com/
하우스 오브 더 라움,웨딩홀,서울특별시 광진구 자양동 2-3 지하1층 B106호,info@houseoftheraum.co.kr,미확인,https://houseoftheraum.co.kr/
노무법인 벗 플러스,노무사,경기도 성남시 분당구 금곡동 150 7층 710호,red128@naver.com,미확인,https://nomu-one.com/
나인트리 바이 파르나스 서울 판교,호텔,경기도 성남시 수정구 시흥동 322,reservation5@ninetreehotel.com,미확인,http://www.ninetreehotels.com/nth5/
서울디지털평생교육원 자격증센터,방과후학교,서울특별시 마포구 도화동 560 태영데시앙루브 4층,license@sdulife.com,미확인,http://edu.sdulife.com/
아이디어애드,분양대행,경기도 화성시 동탄구 영천동 834-1,idea_0806@daum.net,미확인,http://ideaad.co.kr/
숯숯 사무실,사무실인테리어,충청남도 천안시 서북구 불당동 1480 골든스퀘어2 305호,sotsot0601@naver.com,미확인,https://www.sootsoot.co.kr/
스페이스유,사무실인테리어,충청남도 천안시 동남구 성황동 44-4 2층 스페이스유,spaceyou13@naver.com,미확인,https://spaceyouinterior.com
루카스건강검진센터루카스내과의원,내과,경기도 안산시 단원구 고잔동 716 더와이피 4층,youwnl021@naver.com,미확인,http://www.lucashc.com/
문래코아이비인후과의원,이비인후과,서울특별시 영등포구 문래동3가 55-5 로데오왘쇼핑몰 3층 301호,mullaecoa@naver.com,미확인,http://mrcoaent.com/
공군호텔,웨딩홀,서울특별시 영등포구 신길동 1196 공군호텔,air8440336@naver.com,X,http://www.airforcehotel.co.kr/
엠에스여성의원,산부인과,충청북도 청주시 서원구 사창동 143-2,imcmin@hanmail.net,X,http://obdocmin.com
경희에스아이한의원,한의원,서울특별시 서초구 서초동 1319-11 두산베어스텔 301호 경희에스아이한의원,simedi@simedi.co.kr,미확인,http://www.simedi.co.kr/
한국평생교육원,방과후학교,경기도 남양주시 별내동 840-9 103호,lliorkr@naver.com,미확인,https://www.lli.or.kr
한벗학교,방과후학교,경기도 남양주시 진건읍 배양리 57-2,hanbeot1379@naver.com,미확인,http://hanbeot.com/
예안세무회계,회계사무소,서울특별시 송파구 가락동 79-5 1505호,taxpro82@naver.com,미확인,https://www.taxpro82.co.kr/
상속증여양도 세무회계사무소 윤진,회계사무소,서울특별시 송파구 방이동 227-12 대세빌딩 2층 윤진세무회계,tax-law@Kakao.com,미확인,https://booking.naver.com/booking/13/bizes/656652
서울이든치과의원 은평,치과,서울특별시 은평구 불광동 267 1950애비뉴 4층,ethanclinic@naver.com,미확인,http://seoulethan.com
이보라소아청소년과의원,소아과,경기도 의정부시 용현동 24 천지연스퀘어 4층,pedbora@gmail.com,미확인,https://www.growingchild.co.kr/
서울드림소아청소년과의원,소아과,경기도 의정부시 민락동 804-6,seouldream2@naver.com,미확인,http://seouldream.co.kr
특허법인 위더피플,특허사무소,서울특별시 서대문구 충정로2가 190-3 진양빌딩 6층,ip@wethepeople.co.kr,미확인,http://www.wethepeople.co.kr
디자인본어비 대구오피스,사무실인테리어,대구광역시 수성구 황금동 595-2,bornabe@dbornabe.com,미확인,http://www.dbornabe.com
법무사김임헌사무소,법무사,경기도 시흥시 장현동 671-2 4층 401호,kin8296@naver.com,미확인,https://bit.ly/4hRVpee
다뮤브로우 파주운정점,속눈썹,경기도 파주시 와동동 1454-1 유은타워8차 607호,melab@theoreum2020.com,미확인,https://melab.kr/?linkD=73P83ALYa
일산동물의료원,동물병원,경기도 고양시 일산서구 대화동 2038,iamc2005@naver.com,미확인,http://www.iamc2030.co.kr/
제일 사진관,사진관,서울특별시 강남구 청담동 44-11 제일사진관(파리바게트 옆),info@jaeilstudio.com,미확인,http://www.jaeilstudio.com/
W실용음악학원,음악학원,서울특별시 관악구 봉천동 1569-4 승원빌딩 4층 501호~503호,jmy6010@naver.com,미확인,http://wmusic.foredu.kr/
입주청소,입주청소,서울특별시 용산구 도원동 23,mokseongnam@gmail.com,X,https://lxen.kr
셀레스쳘 오라카이,웨딩홀,인천광역시 연수구 송도동 93-1 오라카이 호텔 3층 웨딩 셀레스쳘,celestial@naver.com,미확인,https://celestial-orakai.com/
송도 센트럴파크 호텔 웨딩,웨딩홀,인천광역시 연수구 송도동 38,bqr@cphotel.co.kr,미확인,http://www.centralparkhotel.co.kr/wedding/
365이강치과의원 청주,치과,충청북도 청주시 상당구 북문로1가 62 3층,admin@dentweb.co.kr,미확인,https://booking.naver.com/booking/13/bizes/1185592
서울탑플란트치과의원 청주,치과,충청북도 청주시 흥덕구 강서동 493 3층,cjtopdc@naver.com,미확인,http://seoultopplant.com/
베리컨벤션,웨딩홀,충청남도 천안시 동남구 구성동 137-2,weddingvery2@naver.com,미확인,http://www.veryhappyday.co.kr/
까치한의원 강서구,한의원,서울특별시 강서구 화곡동 1006-2 3층,gopront10@naver.com,미확인,https://choidoctor.com/
담장너머,리모델링,서울특별시 성동구 성수동2가 277-151 4층,contact@djnm.kr,미확인,https://www.damjangneomeo.com/
리피티 재활PT 왕십리점,PT,서울특별시 성동구 행당동 317-189 지하1층,movementor@naver.com,미확인,https://booking.naver.com/booking/6/bizes/1447441
빌리풀 고덕점,수영장,경기도 평택시 고덕동 1978-1 지하1층 B101  B102호,bilypool@naver.com,미확인,http://빌리풀.com
법률사무소 안도,변호사사무소,서울특별시 성동구 성수동1가 656-292 7층 719호,lawfirmando@gmail.com,미확인,https://lawfirmando.com
법무법인 대건 성수분사무소,변호사사무소,서울특별시 성동구 성수동2가 19-2 3층,daegun789@naver.com,미확인,https://daegun-debt.kr/
아이민 스튜디오 금천사옥,사진관,서울특별시 금천구 독산동 964-22 아이민금천사옥,aimin9288@naver.com,미확인,http://www.aimin.co.kr/
성수스테이,모텔,서울특별시 성동구 송정동 66-80 성수스테이,kmj2380037@naver.com,미확인,https://booking.naver.com/booking/3/bizes/1211988
오션골프랜드,골프연습장,경기도 의정부시 용현동 379 오션골프연습장,chogyuyun@naver.com,미확인,https://www.oceangolf.co.kr
한샘리하우스 풍무대리점,리모델링,경기도 김포시 풍무동 856 (풍무동) 201호,ljh_7205@naver.com,미확인,https://www.hanssempungmu.com
웨이브엠호텔 웨스트,호텔,경기도 시흥시 정왕동 2731-1,rsvn@wavemhotel.co.kr,미확인,https://wavemhotel.co.kr/west/
웨이브엠호텔 이스트,호텔,경기도 시흥시 정왕동 2731-4 웨이브엠호텔 이스트,rsvneast@wavemhotel.co.kr,미확인,https://wavemhotel.co.kr/east/
